Hot_chr	Hot_start	Hot_end	Hot_GC	Min_rec	Mean_rec	Max_rec	hot_count_Western	hot_count_A1	hot_count_E1	hot_count_Pt1	hot_count_total	Cold_chr	Cold_start	Cold_end	Cold_GC	Min_rec	Mean_rec	Max_rec	cold_count_Western	cold_count_A1	cold_count_E1	cold_count_Pt1	cold_count_total
chr20	49442000	49444000	46.83	1.50	3.63236122704834	5.16172985418239	0	0	0	0	0	chr20	49376001	49378000	47.23	15.2	0.495714684920345	0.497793178536224	0	0	0	0	0
chr20	49495000	49497000	44.23	0.00	8.88217812982067	10.7126666668288	1	0	0	0	1	chr20	49459001	49461000	44.2	0	0.546838759742363	0.75124731050227	1	0	0	0	1
chr20	50168000	50172000	43.39	0.00	7.23441829228432	10.1933312499995	0	0	2	0	2	chr20	50212001	50216000	43.4	0	0.615555636744173	0.618051038956722	0	5	2	0	7
chr20	50790000	50792000	42.88	0.00	5.31731739141996	11.2768682170557	1	0	1	0	2	chr20	50731001	50733000	43.05	0	0.362210693388767	0.589620496926809	0	0	2	0	2
chr20	50834000	50836000	43.38	0.00	6.00227106488931	9.48735191637492	1	0	0	1	2	chr20	50864001	50866000	43.38	0.75	0.000530302676263508	0.000531581468340404	0	0	0	0	0
chr20	50883000	50885000	46.53	0.00	16.0173807476453	38.6743104125733	1	0	0	1	2	chr20	50881001	50883000	46.75	0	0.547800720197339	0.876329910713025	1	0	0	1	2
chr20	51221000	51225000	39.45	0.27	7.76933755317028	19.3671114864911	0	1	3	2	6	chr20	51140001	51144000	41.175	0	0.300045723512346	0.300868836201473	1	0	3	0	4
chr20	51359000	51360000	38.66	0.00	30.340674031506	49.9817213740521	2	0	0	2	4	chr20	51357001	51358000	38.7	0	0.0049793571211135	0.00498421052869066	0	0	0	0	0
chr20	51379000	51382000	43.42	0.00	4.86821086722368	14.2947723342926	0	0	0	0	0	chr20	51283001	51286000	43.3366666666667	24.8666666666667	0.542265527298299	0.55011638896769	1	0	0	0	1
chr20	51735000	51737000	36.50	70.56	9.94665003958849	9.94665003958849	0	0	0	0	0	chr20	51718001	51720000	36.45	0	0.0577091123097682	0.063354980056426	0	0	0	0	0
chr20	51898000	51904000	35.48	0.00	15.0044848946858	18.9500000001317	1	1	0	2	4	chr20	51949001	51955000	35.3666666666667	0	0.194176992221339	0.290598447927636	0	0	0	0	0
chr20	51931000	51933000	40.63	0.00	11.5023499611726	11.502500000006	0	0	0	0	0	chr20	51846001	51848000	40.95	0	0.446469407729842	0.447375757583799	0	1	1	0	2
chr20	52013000	52016000	44.32	0.00	7.91558408926967	7.92107012100504	0	0	0	0	0	chr20	52058001	52061000	44.8433333333333	16.0666666666667	0.0784472811773763	0.0785620780238819	0	0	0	0	0
chr20	52094000	52101000	40.67	0.00	10.7585050180558	11.5820701754369	3	0	1	0	4	chr20	52077001	52084000	40.9428571428571	0	0.167920829191555	0.190211428784263	3	2	1	1	7
chr20	52176000	52177000	41.36	0.00	1.69401340069157	3.74145454539261	0	2	1	0	3	chr20	52183001	52184000	41.31	1	0.171330225330322	0.171330225330322	1	0	0	0	1
chr20	52195000	52198000	42.89	0.00	13.5534077084191	36.17291999999	0	0	0	3	3	chr20	52109001	52112000	43.1033333333333	13.0333333333333	0.362675809314678	0.431220799275947	0	0	1	0	1
chr20	52260000	52263000	40.22	0.00	21.6567506150235	43.5444000002462	0	0	0	1	1	chr20	52315001	52318000	39.8233333333333	0.333333333333333	0.193021620256551	0.193303348400147	1	1	0	1	3
chr20	52411000	52412000	34.87	0.00	0.670628345818506	3.42730927835517	0	3	0	0	3	chr20	52449001	52450000	34.9	0	0.539290793647396	0.54198914518242	0	0	1	0	1
chr20	52461000	52464000	32.74	0.47	14.7609473639961	31.7871830065402	0	0	0	0	0	chr20	2438775						0	0	0	0	0
chr20	52522000	52525000	30.12	0.00	18.0990553664741	33.5386000000653	0	0	0	0	0	chr20	2438837						0	0	0	0	0
chr20	52620000	52622000	34.43	0.00	4.82721750307825	5.25156221199152	1	0	0	1	2	chr20	52706001	52708000	34.5	0	0.00198020332864184	0.00200000041721588	0	0	0	1	1
chr20	52721000	52725000	33.59	0.00	12.3799818088676	14.182383333294	1	0	1	0	2	chr20	52713001	52717000	34.575	0	0.156270638476274	0.190389810007205	1	1	1	1	4
chr20	52736000	52738000	37.12	0.50	6.25561628066388	8.08928102190021	0	0	0	1	1	chr20	52816001	52818000	37.4	0	0.299068206575043	0.300460656995637	1	0	0	0	1
chr20	52789000	52791000	41.93	0.00	3.93775005493474	3.97712017167554	0	0	2	0	2	chr20	52887001	52889000	42.1	0	0.316418802262636	0.641062907986856	0	1	1	0	2
chr20	52803000	52806000	33.76	0.00	18.7695171047925	24.7644150943604	0	0	0	0	0	chr20	52705001	52708000	34	0	0.00198013620385683	0.00200000033059734	0	0	0	1	1
chr20	52976000	52981000	36.27	0.00	3.71401245367722	16.3727392405039	1	1	0	1	3	chr20	53032001	53037000	36.26	0	0.02239993982146	0.0224001164483635	0	0	1	2	3
chr20	52995000	52998000	37.99	0.00	4.482884017742	9.96775324675617	0	0	1	0	1	chr20	53040001	53043000	37.9333333333333	0	0.467121948264478	0.587493624859331	0	0	0	0	0
chr20	53021000	53023000	41.63	0.00	28.2400917492591	49.802771604939	0	2	0	0	2	chr20	53084001	53086000	40.915	20.3	0.285549828178548	0.285549828178548	1	0	0	1	2
chr20	53347000	53349000	37.03	0.00	8.07497311918288	8.09069148937774	0	0	0	1	1	chr20	53309001	53311000	37.1	0	0.594405202235628	0.688482630230451	1	0	0	0	1
chr20	53832000	53835000	43.70	0.33	5.75568986852293	5.75568986852293	1	0	0	1	2	chr20	53836001	53839000	43.5333333333333	0	0.0917956115009911	0.0918614170290302	2	1	0	0	3
chr20	53941000	53943000	39.93	0.00	15.4437731438074	25.0987551020332	0	0	1	0	1	chr20	54006001	54008000	40.15	0	0.0283845099656245	0.0290902872016089	0	0	0	2	2
chr20	54011000	54013000	42.48	0.00	1.5694125566859	7.00407317074168	0	0	0	0	0	chr20	54089001	54091000	42.45	0	0.425101786862505	0.436149171273126	0	0	0	0	0
chr20	54021000	54023000	49.07	6.40	5.44819475734838	6.63994002375288	0	0	0	0	0	chr20	53994001	53996000	49.1	0	0.263129689823457	0.264564593877341	1	1	0	0	2
chr20	54098000	54100000	41.93	0.00	11.6299499472104	11.6299536082469	1	0	1	0	2	chr20	54135001	54137000	42	0	0.225331293097426	0.225640326975153	1	0	0	0	1
chr20	54209000	54212000	47.35	0.00	5.86786449935036	7.61490077519308	0	1	0	0	1	chr20	54264001	54267000	47.3	19.7333333333333	0.497867209269189	0.498032974086287	0	1	1	0	2
chr20	54522000	54528000	51.51	22.61	17.4712287348118	23.8078571429859	0	1	0	1	2	chr20	54491001	54497000	51.55	0	0.25555483253935	0.257248279141356	1	0	0	0	1
chr20	54775000	54777000	56.12	37.58	11.1415500526409	11.1415833334831	1	0	0	0	1	chr20	54826001	54828000	56	0	0.0535100584043533	0.0535100584043533	0	0	0	0	0
chr20	54858000	54859000	54.35	0.00	1.17578495809424	3.18414948453641	0	0	0	0	0	chr20	54887001	54888000	54.3	0	0.337670126874592	0.337670126874592	0	0	0	0	0
chr20	54924000	54927000	47.28	0.00	9.01270302738488	14.4972998819382	1	0	1	0	2	chr20	54986001	54989000	47.2	0	0.16263320181994	0.162880772439987	0	0	0	0	0
chr20	54962000	54964000	41.25	18.59	4.84996474055116	5.4662610294091	0	0	0	0	0	chr20	55028001	55030000	40.9	0	0.377745782629764	0.464459845983337	1	0	0	0	1
chr20	55154000	55155000	45.85	0.00	0.891320560649527	6.11522857140829	1	0	0	0	1	chr20	55189001	55190000	45.8	0	0.458379817443564	0.458379817443564	1	0	0	1	2
chr20	55213000	55215000	43.73	0.00	18.6590108379561	19.591749999563	0	0	0	0	0	chr20	55242001	55244000	44.35	0	0.00188990568987348	0.00189037433275625	2	0	1	0	3
chr20	55259000	55262000	53.02	0.00	6.18993600244532	6.68724096385709	0	0	1	0	1	chr20	55262001	55265000	53.0333333333333	0	0.0178305660079408	0.0183822577513774	0	2	0	0	2
chr20	55538000	55541000	37.32	0.00	6.35800595628991	9.33585020242839	1	0	0	1	2	chr20	55573001	55576000	37.4	0	0.245574094734178	0.562273193006282	0	0	0	0	0
chr20	55636000	55637000	47.95	0.00	2.76366917809386	12.0927499998894	0	0	0	0	0	chr20	55586001	55587000	47.9	0	0.405143259434549	0.486069767438769	0	0	0	0	0
chr20	55703000	55707000	43.51	0.00	11.5745521946199	14.826312499963	0	1	0	0	1	chr20	55724001	55728000	43.3325	7	0.191661789670856	0.191707732357556	1	0	1	0	2
chr20	55776000	55781000	46.65	0.00	5.00984713117217	6.22653965517108	0	0	2	0	2	chr20	55677001	55682000	46.292	0.6	0.285722766922852	1.26946149942114	0	1	1	2	4
chr20	55898000	55900000	55.27	0.00	9.82447890929337	23.7457499997618	0	0	0	0	0	chr20	2442211						0	0	0	0	0
chr20	56462000	56464000	47.43	0.00	2.04967136434489	4.59241293531736	0	0	0	2	2	chr20	56476001	56478000	47.55	0	0.124552548609996	0.124574971461201	0	0	0	1	1
chr20	56914000	56916000	67.87	0.00	8.17961532141487	8.45372164951993	0	0	0	0	0	chr20	2443227						0	0	0	0	0
chr20	56960000	56967000	45.12	1.00	7.98503288764887	9.47204201679788	5	1	0	3	9	chr20	56900001	56907000	44.9571428571429	0	0.175139835682475	0.180637191715982	0	0	0	1	1
chr20	57249000	57252000	50.45	0.00	3.48453118660793	7.12882997118155	0	0	1	0	1	chr20	57195001	57198000	50.3666666666667	0	0.00332003261647054	0.00332096050221883	0	0	0	0	0
chr20	57560000	57563000	48.62	0.00	15.3856707391826	32.0551318681292	0	0	0	1	1	chr20	57554001	57557000	48.6466666666667	6.13333333333333	0.589986227766629	0.875781139313923	0	0	0	0	0
chr20	57779000	57780000	44.46	0.00	3.47410152356036	25.312916666735	0	0	0	0	0	chr20	57783001	57784000	44.44	1	0.19397997557984	0.19397997557984	1	0	1	0	2
chr20	58123000	58124000	43.46	0.00	1.01203956357937	9.65569696966144	0	0	0	0	0	chr20	58086001	58087000	43.6	0	0.121030094271456	0.121030094271456	0	0	0	0	0
chr20	58164000	58167000	35.62	0.00	15.2373613518293	49.6752142857336	0	0	0	2	2	chr20	58224001	58227000	35.0333333333333	0	0.0225864152236818	0.0226755850761193	0	0	0	0	0
chr20	58180000	58181000	34.87	0.00	1.38655186568308	5.29065104166193	0	0	0	0	0	chr20	58235001	58236000	34.9	0	0.0833126457920977	0.0970191693271156	0	0	0	0	0
chr20	58322000	58325000	48.92	0.00	16.06766758186	18.3746142857542	0	0	2	0	2	chr20	58293001	58296000	49.0666666666667	0	0.242923922936692	0.2452265887692	0	0	0	2	2
chr20	58365000	58367000	47.88	0.00	3.05130322668525	6.10348000000037	1	0	0	0	1	chr20	58458001	58460000	48.095	3.8	0.239640783368311	0.23982636861309	0	0	0	0	0
chr20	58429000	58431000	46.78	0.00	14.7515886178374	14.7938437499988	0	2	0	0	2	chr20	58363001	58365000	46.6	0	0.303404346253891	0.349317341857714	0	0	0	1	1
chr20	58569000	58572000	45.92	0.00	7.51264909652826	7.55000000000499	0	0	0	0	0	chr20	58654001	58657000	45.5	0	0.583489405089236	0.585188282219269	0	0	0	2	2
chr20	58627000	58629000	38.58	0.00	12.0989118393778	12.1326749999753	0	0	1	1	2	chr20	58719001	58721000	38.3	0	0.482557883110687	0.486660171158837	0	0	0	2	2
chr20	58728000	58730000	48.18	0.00	0.954374871934443	18.8472710622778	1	0	1	0	2	chr20	58716001	58718000	48.15	0	0.480781443751973	0.763116116119834	1	0	1	0	2
chr20	58768000	58769000	35.86	0.00	2.88308777237135	4.16117983192994	0	0	0	1	1	chr20	58668001	58669000	36.1	0	0.589583547849132	0.590100689652649	0	0	0	0	0
chr20	58813000	58816000	48.65	0.00	3.9809048148835	4.2113199999585	1	0	2	0	3	chr20	58875001	58878000	48.4333333333333	0	0.00466000355786416	0.00466328117415276	1	0	0	0	1
chr20	58854000	58856000	45.53	0.00	2.45288298917476	4.46375000046828	0	0	1	0	1	chr20	58909001	58911000	45.5	0	0.174061868312954	0.175020377201891	0	1	1	1	3
chr20	59400000	59401000	48.15	0.00	2.00882605968809	3.89160902256451	0	0	1	1	2	chr20	59485001	59486000	48	0	0.00839041831022117	0.00850000014906982	0	0	0	0	0
chr20	59436000	59438000	47.34	14.49	19.8595377376629	41.0790624998754	0	1	1	3	5	chr20	59340001	59342000	47.4	0	0.131849468512109	0.181565172428356	0	1	0	0	1
chr20	59471000	59473000	51.36	45.03	12.4375632955428	15.8042900709206	0	0	0	0	0	chr20	59457001	59459000	51.5	0	0.0562084455564686	0.0593379964888342	0	1	0	0	1
chr20	59479000	59480000	52.83	23.98	0.842006650867599	3.72032830189641	0	0	0	0	0	chr20	59486001	59487000	52.9	0	0.00838982846209952	0.00839085239519388	0	1	1	1	3
chr20	59498000	59500000	54.32	0.00	2.59207876182873	13.7172499999906	1	0	0	0	1	chr20	59431001	59433000	54.55	0	0.00326015842218842	0.00327106801175865	0	0	2	0	2
chr20	59656000	59659000	55.01	0.00	8.25932836927598	12.6500000005763	0	0	1	0	1	chr20	59685001	59688000	55.1333333333333	0	0.000629962893659536	0.000631380893200423	0	0	1	0	1
chr20	59699000	59700000	42.26	0.00	3.09344055825676	9.27476691731157	0	1	0	0	1	chr20	59786001	59787000	42.8	0	0.153689294491017	0.154030366490031	0	0	0	0	0
chr20	59733000	59735000	63.56	11.94	2.05325784653514	3.17556999999942	0	0	0	0	0	chr20	59727001	59729000	62.65	15.75	0.169521838066475	0.227648145756415	2	0	0	0	2
chr20	59766000	59768000	57.02	0.00	9.00261141156606	11.4950645161556	0	1	0	1	2	chr20	59844001	59846000	57.04	7	0.416048469393152	0.429964141947741	0	0	0	0	0
chr20	59804000	59806000	52.09	0.90	9.28639134536406	9.29182178217953	0	0	0	0	0	chr20	59857001	59859000	51.55	0	0.429673476484031	0.430554761505894	0	0	0	0	0
chr20	59880000	59882000	49.78	0.00	3.32763964054125	9.34874999984459	0	0	0	0	0	chr20	59894001	59896000	49.85	0	0.258799218917033	0.264498550730396	0	0	1	1	2
chr20	59941000	59943000	56.67	0.00	7.12232462789277	7.16105891472742	0	0	1	0	1	chr20	60025001	60027000	56.67	24	0.473116428611185	0.473224933836625	0	0	0	0	0
chr20	60257000	60259000	60.32	0.00	3.43682051057253	4.50143933054758	0	0	1	1	2	chr20	60200001	60202000	60.5	0	0.0026399427998932	0.00264003953375532	0	1	0	0	1
chr21	14078000	14080000	64.77	0.00	36.1641803597778	49.3607692307701	0	0	0	0	0	chr21	14080001	14082000	65.4	0	0.581983926475507	0.584490178571107	0	0	0	0	0
chr21	14136000	14138000	37.53	0.00	16.9370492905937	16.9655636363638	0	0	0	0	0	chr21	14085001	14087000	37.7	0	0.444194485105544	0.44622976794755	0	0	0	0	0
chr21	14148000	14150000	63.87	0.00	16.3224800538348	16.3229999999999	0	0	0	0	0	chr21	14080001	14082000	65.4	0	0.581983926475507	0.584490178571107	0	0	0	0	0
chr21	14177000	14180000	46.02	0.00	16.0615810897308	20.2795000000151	0	0	0	0	0	chr21	2446781						0	0	0	0	0
chr21	14183000	14184000	46.95	0.00	3.93273373739838	8.53800000004412	0	0	0	0	0	chr21	14171001	14172000	47.2	0	0.363081047390147	0.399671304347897	0	0	0	0	0
chr21	14403000	14405000	29.79	0.00	8.95423823706243	33.1671096408317	1	0	0	1	2	chr21	14361001	14363000	29.95	0	0.573849502799767	0.669244956086546	0	0	1	1	2
chr21	14509000	14511000	31.23	0.00	6.42030394940721	8.49111999999991	0	0	0	0	0	chr21	14458001	14460000	30.95	0	0.505396885839297	0.509589995324918	0	0	0	0	0
chr21	14563000	14564000	37.86	0.00	1.19835247640718	7.58921739130706	0	0	0	0	0	chr21	14551001	14552000	37.9	0	0.46148771658686	0.509379860418716	0	0	1	0	1
chr21	14574000	14576000	38.73	0.00	4.36715479347032	15.1251692307701	0	0	0	0	0	chr21	14553001	14555000	38.75	0	0.418224096315531	0.419965079794273	0	0	0	1	1
chr21	14592000	14594000	41.73	0.00	3.84301008159946	4.28744262295055	0	0	0	0	0	chr21	14524001	14526000	41.75	0	0.111324597224035	0.111484494675216	0	0	0	1	1
chr21	14604000	14606000	33.53	0.00	7.29954103225813	9.22986018384132	0	0	0	0	0	chr21	14681001	14683000	33.5	0	0.345987159967476	0.346240255591072	2	1	1	1	5
chr21	14625000	14627000	37.23	0.00	17.5958899982054	17.595892473118	0	0	2	2	4	chr21	14576001	14578000	37.2	0	0.322754624690728	0.324475131185134	0	0	1	0	1
chr21	14938000	14939000	64.54	0.00	1.71312620339166	9.90956818181778	0	0	0	0	0	chr21	2447539						0	0	0	0	0
chr21	15244000	15245000	39.46	0.00	3.17457764119259	3.23376865671618	1	0	0	1	2	chr21	15216001	15217000	39.5	0	0.0182900075487051	0.0182904761906742	0	0	0	0	0
chr21	15475000	15478000	38.85	0.00	12.2731928723765	23.2554512195115	1	1	0	0	2	chr21	15408001	15411000	38.8	0	0.293666600439465	0.294043661638365	0	0	0	0	0
chr21	15546000	15548000	38.53	0.00	6.78199171313294	13.2768902439025	0	0	0	0	0	chr21	15601001	15603000	38.5	0	0.427179198686776	1.14056508584599	1	0	0	0	1
chr21	15581000	15582000	34.07	0.00	0.953769987669111	7.74437288135548	0	0	0	0	0	chr21	15519001	15520000	34	0	0.00163992881880418	0.00164056939451697	0	0	0	0	0
chr21	16180000	16182000	31.98	0.00	2.05765472045341	15.2907663551394	0	0	1	1	2	chr21	16197001	16199000	32.05	0	0.0218508103885818	0.0294062370354682	0	1	1	0	2
chr21	16259000	16261000	41.08	0.00	5.20664288566404	7.14034034876726	0	1	0	0	1	chr21	16320001	16322000	40.7	0	0.514168055588779	0.868979355418742	1	0	0	1	2
chr21	16268000	16271000	32.82	0.00	3.91763988825753	6.60520916905435	0	3	1	1	5	chr21	16356001	16359000	33.0333333333333	0	0.313051416376338	0.313450002312151	1	1	1	0	3
chr21	16821000	16824000	35.75	0.00	4.48985726777874	5.71320056497173	0	0	0	1	1	chr21	16895001	16898000	35.6333333333333	0	0.183792126177664	0.184186744538382	2	0	1	1	4
chr21	17026000	17027000	35.46	0.00	2.66690940010458	3.30858139534749	0	0	0	0	0	chr21	16960001	16961000	35.4	0	0.552771428500016	0.741639945652611	0	0	0	0	0
chr21	17028000	17029000	32.57	0.00	2.96774374888302	3.97539583333166	0	0	0	0	0	chr21	17064001	17065000	32.6	0	0.0682500000000408	0.0682500000000408	0	0	0	0	0
chr21	17083000	17086000	39.42	0.00	4.95261996749372	4.97772998955063	0	0	0	1	1	chr21	17141001	17144000	39.6	0	0.113297119626717	0.759300507894636	0	0	0	0	0
chr21	17099000	17103000	31.69	0.00	5.50861896680694	5.51301028806645	0	0	0	2	2	chr21	17087001	17091000	31.375	0	0.59915538095083	0.703900863170222	0	0	0	0	0
chr21	17578000	17580000	35.98	0.00	28.6243806031748	37.7702857142826	1	0	0	0	1	chr21	17648001	17650000	36.35	0	0.000720349417130929	0.000720713563340329	0	0	0	0	0
chr21	17599000	17602000	38.95	0.00	3.00927152738973	7.22246003898606	0	0	1	1	2	chr21	17665001	17668000	38.9	0	0.494063567396004	0.583497135556936	1	0	2	0	3
chr21	17614000	17615000	41.56	0.00	0.462575516768565	3.42795205479477	0	0	0	0	0	chr21	17612001	17613000	41.6	0	0.00158951840282066	0.00159022556374139	0	0	0	0	0
chr21	18267000	18269000	36.98	0.00	5.65623433514854	11.8135000000166	0	1	0	1	2	chr21	18214001	18216000	37	0	0.176460298742295	0.176460298742295	0	1	0	1	2
chr21	18569000	18571000	38.73	0.00	3.19091095202983	11.4887317073159	0	0	0	0	0	chr21	18527001	18529000	38.3	0	0.46373826785334	2.5795002972548	0	0	0	0	0
chr21	18594000	18596000	36.33	0.00	3.44914242963591	5.14781926514388	0	0	0	0	0	chr21	18624001	18626000	36.3	0	0.172438189886697	0.416576450037909	0	1	1	1	3
chr21	18604000	18606000	32.88	0.00	1.48382324185486	23.9304186046612	1	0	0	1	2	chr21	18509001	18511000	32.95	0	0.312822786672499	0.312860017574701	2	0	0	0	2
chr21	18660000	18661000	35.46	0.00	1.99026392447002	11.1078045977059	0	0	0	0	0	chr21	18657001	18658000	35.5	0	0.26818825997608	0.965387665195369	0	0	1	0	1
chr21	18682000	18683000	42.56	0.00	1.15558942175517	7.87674590164301	0	0	0	0	0	chr21	18613001	18614000	42.3	0	0.0756550541426991	0.168279596975426	0	0	0	1	1
chr21	19039000	19040000	41.96	0.00	1.26820274784764	8.35606965173796	0	0	0	1	1	chr21	19033001	19034000	42.3	0	0.000589452603796838	0.000589502017660202	0	0	0	1	1
chr21	19339000	19341000	34.98	0.00	3.12435420356003	4.26613242008948	0	0	1	1	2	chr21	19421001	19423000	35	0	0.0146418987960244	0.0158448719937224	0	0	0	1	1
chr21	19446000	19448000	31.28	0.00	3.2128093575929	8.7512415458954	0	0	0	1	1	chr21	19418001	19420000	31.25	0	0.12684681043882	0.43087494861675	0	0	0	0	0
chr21	19597000	19599000	35.08	0.00	10.9660683659594	42.0908003246752	1	0	0	0	1	chr21	19535001	19537000	35.05	0	0.138359170406431	0.150765213911622	0	0	0	0	0
chr21	19637000	19638000	28.57	0.00	0.895410500559864	3.69920077219799	0	0	0	0	0	chr21	19652001	19653000	28.4	0	0.000679878110186873	0.000714285696241339	0	0	0	0	0
chr21	19898000	19900000	28.29	0.00	7.77587985324725	7.77818181813927	0	0	0	2	2	chr21	19937001	19939000	28.45	0	0.266880278659871	0.442315993697528	0	0	0	2	2
chr21	20097000	20098000	40.76	0.00	3.39063479418275	27.2759541284434	0	0	0	0	0	chr21	20093001	20094000	40.6	0	0.00111989090329949	0.00112280701470904	0	0	0	0	0
chr21	20150000	20153000	27.79	0.00	3.90992035875801	10.2422102351322	2	0	0	2	4	chr21	20159001	20162000	29.4666666666667	0	0.00240999408931549	0.00249550114861195	0	0	2	0	2
chr21	20359000	20360000	34.67	0.00	1.87278634644715	5.96013669064959	0	0	0	0	0	chr21	20330001	20331000	34.6	0	0.0296494718693489	0.0297577319580557	1	0	0	0	1
chr21	20531000	20534000	36.35	0.00	2.24015910258184	5.30427230047118	0	0	1	1	2	chr21	20574001	20577000	36.5666666666667	0	0.223469639096617	0.223579988315219	0	0	1	0	1
chr21	20607000	20608000	30.47	0.00	1.26256922344157	10.1785714285662	0	0	0	1	1	chr21	20694001	20695000	30.2	0	0.040632777687801	0.0406397515531432	0	0	1	0	1
chr21	20676000	20679000	30.19	0.00	9.76177643564456	17.9893333333894	0	1	1	1	3	chr21	20648001	20651000	30	0	0.177620325027824	0.50859002493915	0	0	0	0	0
chr21	20719000	20720000	37.66	0.00	1.06831956107105	3.89565022421588	0	0	1	0	1	chr21	20770001	20771000	37.6	0	0.0851730152277306	0.0927499999761494	0	1	0	0	1
chr21	20746000	20748000	34.03	0.00	5.50320369903271	14.2059416342418	1	0	0	1	2	chr21	20697001	20699000	34.3	0	0.00209099628883419	0.00254824566693794	1	0	0	0	1
chr21	20780000	20781000	50.05	0.00	4.19102126148377	11.3036383928561	0	0	0	0	0	chr21	20702001	20703000	48.1	0	0.00210998510405715	0.0021103603619456	0	0	0	0	0
chr21	20809000	20812000	40.45	0.00	4.67576512720359	7.93251428570849	0	0	1	1	2	chr21	20815001	20818000	40.1	0	0.00071996758166795	0.000723141295476564	0	0	0	0	0
chr21	20833000	20834000	41.46	0.00	0.876040923998795	9.99392473118293	1	0	0	0	1	chr21	20751001	20752000	41.5	0	0.0028597468478451	0.00300000010611257	0	0	0	0	0
chr21	20877000	20881000	34.69	0.00	2.90107218139409	5.52121023302966	0	0	1	1	2	chr21	20925001	20929000	34.7	0	0.511420057526584	0.573202840762618	2	1	0	2	5
chr21	21051000	21053000	40.73	0.00	7.06850318866098	26.5745810218983	0	0	0	0	0	chr21	21010001	21012000	41.2	0	0.102462003634883	0.107478810073071	1	0	0	2	3
chr21	21062000	21063000	39.16	0.00	7.07060459231158	29.5147777777755	0	0	0	0	0	chr21	21057001	21058000	39.1	0	0.00173975430376405	0.00200000022232416	0	0	0	0	0
chr21	21073000	21076000	52.52	0.00	8.07099995141134	14.7967896341463	0	0	0	0	0	chr21	2453677						0	0	0	0	0
chr21	21140000	21141000	38.16	0.00	37.1235030019508	43.4983506787341	0	0	0	1	1	chr21	21134001	21135000	38.2	0	0.197981898844767	0.21990993266042	1	0	1	0	2
chr21	21216000	21218000	40.58	0.00	4.06510542593143	15.1349020979024	0	0	0	0	0	chr21	21158001	21160000	40.5	0	0.321226147768096	0.338519904637246	0	1	0	0	1
chr21	21595000	21597000	33.83	0.00	17.4171696834517	17.7771358024714	1	0	0	0	1	chr21	21649001	21651000	33.7	0	0.176641625431009	0.279069946036015	0	0	0	0	0
chr21	21797000	21799000	29.74	0.00	6.33796802760753	7.8190000000177	0	0	1	1	2	chr21	21844001	21846000	30.05	0	0.300719027496213	0.414882998839359	0	2	1	0	3
chr21	21992000	21994000	35.93	0.00	11.2785659107753	25.0960000000002	0	0	1	0	1	chr21	22045001	22047000	35.9	0	0.444895665165104	0.45345997745164	1	0	1	0	2
chr21	23074000	23076000	34.03	0.00	8.42795953841479	13.2117586206983	0	0	0	0	0	chr21	23090001	23092000	34.05	0	0.00119513088517614	0.00122983192366529	0	0	0	0	0
chr21	23631000	23633000	33.98	0.00	12.5955980149174	12.9236666666657	0	0	1	2	3	chr21	23709001	23711000	34	0	0.537929932390854	0.537929932390854	0	0	1	1	2
chr21	24056000	24058000	34.68	0.00	24.2417035034472	48.8145521885538	1	0	0	0	1	chr21	24042001	24044000	34.75	0	0.00502068571870593	0.0050786409246939	1	0	0	0	1
chr21	24320000	24324000	33.59	0.00	6.79510020668064	10.5396418511066	1	0	0	0	1	chr21	24337001	24341000	33.625	0	0.496352686768518	0.579561270816326	0	0	0	0	0
chr21	24355000	24361000	30.71	0.00	14.9522133045914	19.61795	3	0	0	1	4	chr21	24412001	24418000	30.85	0	0.499515104228215	0.512474646901496	1	2	0	0	3
chr21	25795000	25796000	35.26	0.00	0.368091810831516	6.35526086956581	0	0	0	0	0	chr21	25789001	25790000	35.2	0	0.389075659006081	0.690020308123279	1	1	0	0	2
chr21	25991000	25993000	37.63	0.00	7.17538757796761	21.7088109090909	1	0	0	1	2	chr21	25907001	25909000	37.6	0	0.0130824347715895	0.0131393860968127	1	1	0	2	4
chr21	26090000	26092000	35.83	0.00	3.76508412037015	5.89888405797074	0	0	1	1	2	chr21	26084001	26086000	35.85	0	0.206514450237558	0.915604936014682	0	0	0	0	0
chr21	26229000	26231000	46.23	0.00	3.81312441750904	7.39283783783784	0	0	0	1	1	chr21	26249001	26251000	45.6	0	9.99731948805453e-05	0.000106280193133147	0	0	0	0	0
chr21	26440000	26443000	32.59	0.00	6.81743591360077	9.23212499999693	1	0	1	1	3	chr21	26427001	26430000	33.1333333333333	0	0.369941505659929	0.893860270480787	0	0	0	0	0
chr21	26541000	26543000	39.48	0.00	9.07891958408772	15.8774391891886	0	0	0	2	2	chr21	26492001	26494000	39.4	0	0.0956717355090374	0.0957303941611339	1	1	0	1	3
chr21	26710000	26711000	37.56	0.00	3.34201976605305	17.233303030303	0	0	0	0	0	chr21	26757001	26758000	37.6	0	0.377389812332397	0.377389812332397	0	0	0	0	0
chr21	26900000	26902000	34.33	0.00	4.83863304290248	6.99800000000041	0	0	1	0	1	chr21	26854001	26856000	34.05	0	0.286449126623047	0.28866586479159	0	0	1	0	1
chr21	27100000	27102000	31.78	0.00	15.7162740157208	15.7457000000022	0	0	0	0	0	chr21	27029001	27031000	31.7	0	0.235280897987311	0.345479432598681	1	0	0	1	2
